Gender,AgeClass,Event,WeightClass,AnnualImprovement
M,45-49,B,97.1,9.166666666666666
F,20-23,SBD,57.8,10.0
F,24-34,SBD,59.3,0.0
F,24-34,SBD,57.7,5.0
F,24-34,SBD,55.55,5.0
F,24-34,SBD,82.05,5.0
F,24-34,SBD,78.6,12.5
F,24-34,SBD,75.65,-5.0
F,24-34,B,85.65,10.0
F,24-34,B,81.1,22.5
F,24-34,B,86.6,10.0
F,24-34,B,79.8,3.75
M,20-23,SBD,77.35,2.5
M,20-23,SBD,86.75,1.25
M,20-23,SBD,88.35,0.0
M,24-34,SBD,81.7,12.5
M,24-34,SBD,80.7,17.5
M,24-34,SBD,82.2,0.0
M,24-34,SBD,88.95,8.0
M,24-34,SBD,87.75,17.5
M,24-34,SBD,80.4,30.0
M,24-34,SBD,84.8,2.5
M,24-34,SBD,87.5,5.0
M,35-39,SBD,96.8,2.5
M,35-39,SBD,89.9,3.75
M,35-39,SBD,93.6,1.6666666666666667
M,35-39,SBD,91.95,-1.25
M,24-34,SBD,95.6,-2.5
M,24-34,SBD,94.05,12.5
M,24-34,SBD,88.0,12.5
M,35-39,SBD,161.4,7.5
M,35-39,SBD,170.0,15.0
M,,B,89.35,-1.25
M,35-39,B,88.6,-5.0
M,35-39,B,89.0,5.0
M,40-44,B,89.7,5.0
M,35-39,B,82.0,-1.25
M,40-44,B,81.9,13.0
M,40-44,B,81.8,1.375
M,35-39,B,88.45,2.0
M,40-44,B,82.2,1.6
M,35-39,B,81.7,1.25
M,40-44,B,82.0,2.5
F,20-23,SBD,54.7,5.0
F,18-19,SBD,54.75,5.0
F,20-23,SBD,54.55,3.75
F,24-34,SBD,50.85,-10.0
M,20-23,SBD,80.9,-0.5
M,20-23,SBD,90.0,-0.0
M,20-23,SBD,98.7,12.5
M,55-59,SBD,98.05,6.25
M,24-34,SBD,82.05,25.0
M,24-34,SBD,80.95,22.5
M,24-34,SBD,86.15,15.0
M,20-23,SBD,82.05,20.0
M,24-34,SBD,86.75,5.0
M,24-34,SBD,88.4,-0.0
M,16-17,SBD,73.65,5.0
M,18-19,SBD,85.85,15.0
M,16-17,SBD,73.45,-0.0
M,16-17,SBD,73.0,15.0
F,24-34,SBD,58.6,2.5
F,24-34,SBD,62.45,5.0
F,24-34,SBD,62.3,0.0
F,24-34,SBD,65.25,2.5
F,24-34,SBD,64.8,-2.5
F,24-34,SBD,61.25,0.0
M,20-23,SBD,66.25,5.0
M,20-23,SBD,66.5,5.0
M,20-23,SBD,75.0,2.5
M,20-23,SBD,74.75,7.5
M,20-23,SBD,87.85,2.5
M,20-23,SBD,117.8,15.0
M,20-23,SBD,112.0,5.0
M,40-44,SBD,109.0,0.0
M,35-39,SBD,108.5,2.5
M,55-59,SBD,79.85,10.0
M,24-34,SBD,59.95,12.5
M,20-23,SBD,59.3,8.75
M,20-23,SBD,57.6,5.0
M,35-39,SBD,74.75,0.0
M,35-39,SBD,74.1,37.5
M,24-34,SBD,82.25,5.0
M,24-34,SBD,81.2,3.75
M,24-34,SBD,80.8,10.0
M,16-17,B,62.75,15.0
M,18-19,B,75.7,25.0
M,20-23,B,74.0,4.166666666666667
M,20-23,B,76.75,20.0
M,20-23,B,74.9,20.0
M,20-23,B,87.9,50.0
M,20-23,B,80.1,0.0
M,24-34,B,67.05,0.0
M,24-34,B,59.65,-17.5
F,24-34,SBD,51.95,0.0
F,24-34,B,59.3,2.5
F,24-34,B,59.05,7.5
M,18-19,SBD,64.9,0.0
M,20-23,SBD,79.75,15.0
M,20-23,SBD,92.45,2.5
M,,SBD,89.1,-0.0
M,24-34,SBD,74.6,7.5
M,24-34,SBD,74.0,0.0
M,24-34,SBD,86.25,0.0
M,20-23,B,74.85,-5.0
M,20-23,B,104.9,15.0
M,20-23,SBD,73.45,15.0
M,20-23,SBD,77.3,12.5
M,20-23,SBD,85.45,2.5
M,20-23,SBD,89.2,
M,24-34,SBD,66.65,-30.0
M,24-34,SBD,73.5,10.0
M,24-34,SBD,74.4,5.0
M,24-34,SBD,74.45,2.5
M,24-34,SBD,74.8,
M,24-34,SBD,79.25,-5.0
M,24-34,SBD,78.9,-1.25
M,24-34,SBD,80.15,0.0
M,16-17,B,81.9,40.0
M,20-23,B,59.6,35.0
M,20-23,B,74.9,10.0
M,20-23,B,73.5,10.0
M,20-23,B,76.8,
M,20-23,B,76.0,11.25
M,20-23,B,79.45,10.0
M,24-34,B,60.0,-0.0
M,24-34,B,72.35,30.0
M,24-34,B,79.7,5.0
M,24-34,D,59.1,
M,24-34,D,58.8,
M,24-34,D,69.8,
M,24-34,D,69.65,
M,24-34,D,95.45,
M,24-34,D,98.15,
M,35-39,D,101.0,
M,24-34,SBD,93.95,-5.0
M,24-34,SBD,89.75,-0.0
M,20-23,B,63.85,22.5
M,20-23,B,61.85,15.0
F,20-23,SBD,75.25,2.5
F,24-34,SBD,77.0,
F,24-34,SBD,55.6,7.5
F,24-34,SBD,57.8,5.0
M,18-19,SBD,74.8,30.0
M,,SBD,71.5,10.0
M,18-19,SBD,105.4,15.0
M,20-23,SBD,81.5,10.0
M,20-23,SBD,82.05,15.0
M,45-49,SBD,73.6,5.0
M,50-54,SBD,88.65,5.0
M,50-54,SBD,90.7,7.5
M,50-54,SBD,88.55,5.0
M,35-39,SBD,71.75,12.5
M,35-39,SBD,74.0,10.0
M,24-34,SBD,72.85,-2.5
M,24-34,SBD,84.55,7.5
M,24-34,SBD,85.45,15.0
M,24-34,SBD,88.75,10.0
M,24-34,SBD,86.85,17.5
M,24-34,SBD,107.2,7.5
M,35-39,SBD,102.9,-5.0
M,35-39,SBD,105.0,0.0
M,35-39,B,72.25,10.0
M,40-44,D,103.5,
M,24-34,D,105.7,
M,20-23,SBD,63.65,-7.5
M,20-23,SBD,72.35,20.0
M,24-34,SBD,74.95,5.0
M,35-39,SBD,87.2,5.0
M,20-23,B,62.15,0.0
M,20-23,D,68.35,
M,20-23,B,90.6,11.25
M,20-23,B,89.35,22.5
F,40-44,SBD,46.65,7.5
F,24-34,D,55.85,
M,18-19,SBD,89.05,7.5
M,18-19,SBD,87.65,10.0
M,20-23,SBD,66.9,
M,20-23,SBD,72.95,
M,20-23,SBD,83.9,5.0
M,20-23,SBD,96.2,-2.5
M,40-44,SBD,69.65,5.0
M,24-34,SBD,74.6,12.5
M,35-39,SBD,78.75,10.0
M,24-34,SBD,97.8,-0.0
M,35-39,SBD,103.7,0.0
M,40-44,B,104.7,2.5
M,40-44,B,102.35,12.5
M,24-34,B,99.95,10.0
M,24-34,B,105.7,5.0
M,24-34,D,81.55,
F,24-34,SBD,51.85,0.0
F,24-34,SBD,74.6,2.5
F,35-39,B,77.6,5.0
F,24-34,D,46.6,
M,16-17,SBD,59.95,5.0
M,20-23,SBD,86.9,
M,40-44,SBD,101.0,10.0
M,40-44,SBD,101.1,15.0
M,40-44,SBD,101.0,10.0
M,70-74,SBD,79.95,2.5
M,70-74,SBD,78.5,5.0
M,24-34,SBD,59.6,2.5
M,20-23,B,74.85,12.5
M,20-23,B,74.95,10.0
M,50-54,B,77.75,0.0
M,24-34,B,90.01,
F,40-44,SBD,89.1,5.0
F,40-44,SBD,90.4,10.0
M,20-23,SBD,73.55,3.75
M,20-23,SBD,107.2,6.25
M,40-44,SBD,67.0,10.0
M,40-44,SBD,75.85,2.5
M,24-34,SBD,50.65,15.0
M,24-34,SBD,81.35,5.0
M,24-34,SBD,81.55,2.5
M,24-34,SBD,78.05,5.0
M,24-34,SBD,84.95,-2.5
M,18-19,B,65.2,
M,20-23,B,66.6,
M,24-34,B,89.9,-0.0
M,24-34,B,89.9,
M,24-34,D,71.55,
M,20-23,SBD,61.05,-5.0
M,20-23,SBD,60.4,0.0
M,24-34,SBD,65.65,-5.0
M,24-34,SBD,79.9,30.0
M,24-34,B,88.7,20.0
M,24-34,B,92.8,25.0
M,24-34,SBD,67.4,4.0
M,18-19,SBD,72.75,15.0
M,24-34,SBD,79.45,7.5
M,24-34,SBD,81.3,10.0
M,24-34,SBD,101.1,11.25
M,24-34,SBD,106.6,2.5
M,35-39,SBD,102.9,5.0
M,35-39,SBD,108.0,-2.5
M,35-39,SBD,73.3,-2.5
M,35-39,SBD,106.65,-5.0
M,35-39,SBD,104.2,2.5
M,45-49,B,101.8,-0.0
M,40-44,B,106.0,2.5
M,,B,99.8,
M,,B,101.55,
M,24-34,B,82.2,5.0
M,24-34,B,81.2,5.0
M,20-23,B,100.0,3.75
M,20-23,SBD,61.7,
M,20-23,D,96.4,
F,35-39,SBD,63.65,2.5
M,24-34,SBD,70.7,
M,24-34,SBD,106.3,15.0
M,20-23,B,80.85,
M,24-34,D,64.4,
M,18-19,SBD,70.85,22.5
M,40-44,SBD,71.8,2.5
M,24-34,SBD,73.75,10.0
M,45-49,B,70.8,10.0
M,45-49,B,70.95,5.0
M,24-34,B,74.9,5.0
M,24-34,D,93.35,
F,40-44,SBD,55.35,6.25
F,40-44,SBD,51.6,10.0
M,18-19,SBD,78.56,12.5
M,40-44,SBD,99.1,5.0
M,35-39,SBD,64.3,-30.0
M,24-34,SBD,78.4,5.0
M,20-23,B,65.65,5.0
F,24-34,SBD,67.75,7.5
F,24-34,SBD,75.8,5.0
F,24-34,SBD,75.15,2.5
M,20-23,SBD,99.05,16.0
M,35-39,SBD,67.0,13.333333333333334
M,35-39,SBD,74.8,10.0
M,24-34,SBD,81.45,17.5
M,24-34,SBD,96.1,20.0
M,24-34,D,102.5,
M,18-19,SBD,103.7,-5.0
M,40-44,B,81.4,15.0
M,24-34,B,81.7,10.0
M,24-34,D,65.95,
F,20-23,SBD,59.6,0.0
F,24-34,SBD,66.8,12.5
F,24-34,SBD,66.8,2.5
F,24-34,SBD,83.9,15.0
F,24-34,SBD,80.1,7.5
F,24-34,D,51.2,
M,18-19,SBD,56.0,-2.5
M,18-19,SBD,96.95,7.5
M,18-19,SBD,99.35,
M,20-23,SBD,65.35,
M,20-23,SBD,87.45,5.0
M,35-39,SBD,67.35,
M,24-34,SBD,71.65,7.5
M,24-34,SBD,81.95,5.0
M,24-34,SBD,81.3,7.5
M,24-34,SBD,80.55,5.0
M,35-39,SBD,86.55,5.0
M,35-39,SBD,80.3,7.5
M,24-34,SBD,96.7,12.5
M,24-34,SBD,97.45,2.5
M,16-17,B,92.8,5.0
M,16-17,B,89.6,10.0
M,16-17,B,91.65,30.0
M,13-15,B,96.4,22.5
M,45-49,B,82.3,-1.25
M,50-54,B,85.0,-3.3333333333333335
M,20-23,D,74.75,
F,35-39,SBD,63.25,5.0
M,24-34,SBD,71.8,7.5
M,24-34,SBD,79.65,12.5
M,24-34,SBD,97.8,0.0
M,24-34,SBD,106.6,10.0
F,18-19,SBD,59.9,
F,18-19,SBD,58.11,2.5
F,18-19,SBD,65.55,5.0
F,20-23,SBD,50.95,-0.0
M,20-23,SBD,66.05,2.5
M,20-23,SBD,73.7,-5.0
M,20-23,B,54.55,
M,20-23,D,67.35,
M,20-23,B,84.5,7.5
M,20-23,B,81.2,15.0
M,24-34,B,89.15,-10.0
M,24-34,B,88.1,
F,,SBD,51.25,12.5
M,16-17,SBD,109.5,12.5
M,20-23,SBD,69.85,10.0
M,20-23,SBD,99.8,5.0
M,24-34,SBD,108.2,5.0
F,24-34,SBD,46.4,5.0
M,18-19,SBD,86.1,2.5
M,40-44,SBD,74.75,7.5
M,24-34,SBD,60.95,2.5
M,24-34,SBD,63.7,0.0
M,24-34,SBD,71.85,0.0
M,24-34,SBD,71.9,10.0
M,24-34,SBD,84.4,-5.0
M,20-23,B,72.65,10.0
M,24-34,B,99.7,-10.0
M,20-23,D,80.2,
M,24-34,SBD,80.4,5.0
M,24-34,B,56.9,7.5
M,24-34,B,58.5,5.0
M,24-34,SBD,72.55,5.0
M,20-23,B,86.05,12.5
M,20-23,B,80.8,15.0
M,20-23,B,82.0,2.5
M,,B,80.55,10.0
M,20-23,B,89.5,2.5
M,,B,87.25,30.0
M,24-34,B,84.75,0.0
F,20-23,SBD,51.25,5.0
F,24-34,SBD,51.2,7.5
F,35-39,SBD,65.0,2.5
F,20-23,B,54.8,5.0
M,16-17,SBD,80.15,20.0
M,24-34,SBD,72.35,
M,24-34,SBD,94.1,5.0
M,24-34,SBD,108.8,17.5
M,16-17,B,68.6,-7.5
M,16-17,B,70.05,7.5
M,18-19,B,107.8,20.0
M,20-23,B,116.6,10.0
M,45-49,B,137.8,-0.0
M,24-34,B,66.4,7.5
M,24-34,B,88.3,5.0
M,24-34,B,107.6,35.0
M,20-23,B,99.95,
M,24-34,B,123.2,
M,20-23,SBD,74.15,10.0
M,20-23,SBD,74.5,10.0
M,20-23,SBD,101.65,20.0
M,24-34,B,72.65,
M,24-34,SBD,82.05,0.0
M,50-54,B,66.2,2.5
M,20-23,SBD,70.15,20.0
M,20-23,SBD,120.2,2.5
M,24-34,SBD,119.4,3.75
M,24-34,SBD,151.4,15.0
M,24-34,SBD,66.8,-0.0
M,24-34,B,63.3,5.0
M,18-19,SBD,79.55,22.5
M,20-23,SBD,78.1,1.25
M,20-23,SBD,78.65,-10.0
M,60-64,SBD,74.15,
M,50-54,SBD,74.7,5.0
M,24-34,SBD,71.2,7.5
M,24-34,SBD,84.5,10.0
M,24-34,SBD,93.0,5.0
M,35-39,SBD,99.45,
M,24-34,B,115.0,-0.0
M,35-39,B,114.75,5.0
M,24-34,B,121.7,
M,35-39,B,111.75,7.5
M,24-34,B,126.8,15.0
M,18-19,SBD,57.45,15.0
M,18-19,SBD,64.25,2.5
M,18-19,SBD,61.3,5.0
M,20-23,SBD,63.6,10.0
M,,SBD,73.2,2.5
M,,SBD,72.75,1.6666666666666667
M,,SBD,73.14,15.0
M,20-23,SBD,73.65,10.0
M,,SBD,72.45,5.0
M,,SBD,73.15,0.0
M,,SBD,74.0,5.0
M,,SBD,72.65,-1.0
M,45-49,SBD,70.9,-5.625
M,,SBD,63.95,-5.833333333333333
M,,SBD,63.6,-10.0
M,,SBD,81.85,10.0
M,,SBD,81.4,20.0
M,,SBD,82.75,10.0
M,,SBD,82.75,5.0
M,,SBD,91.9,0.0
M,,SBD,84.45,10.0
M,20-23,SBD,87.9,17.5
M,,SBD,92.3,2.5
M,,SBD,91.45,2.5
M,,SBD,92.55,0.0
M,18-19,SBD,90.65,7.5
M,20-23,SBD,91.5,15.0
M,,SBD,105.0,5.0
M,,SBD,103.7,3.3333333333333335
M,20-23,SBD,101.25,17.5
M,,SBD,100.85,7.5
M,20-23,SBD,95.55,27.5
M,45-49,SBD,102.2,5.0
M,20-23,SBD,98.5,15.0
M,20-23,SBD,104.55,15.0
M,,SBD,94.05,0.0
M,20-23,SBD,103.85,-10.0
M,24-34,SBD,103.1,5.0
M,24-34,SBD,95.9,6.25
M,24-34,SBD,101.7,3.3333333333333335
M,20-23,SBD,105.0,5.0
M,,SBD,118.2,10.0
M,24-34,SBD,107.4,5.0
M,24-34,SBD,92.6,5.625
M,24-34,SBD,104.1,3.3333333333333335
M,,SBD,118.25,2.5
M,,SBD,109.7,2.5
M,,SBD,119.45,7.5
M,,SBD,109.8,4.166666666666667
M,,SBD,179.0,-5.0
M,,SBD,192.7,9.166666666666666
M,18-19,SBD,79.95,10.0
M,20-23,SBD,98.1,10.0
M,,SBD,50.7,10.0
M,,SBD,63.15,25.0
M,,SBD,72.6,17.5
M,,SBD,81.4,22.5
M,,SBD,91.45,27.5
F,,SBD,57.0,5.0
F,,SBD,56.3,5.0
F,20-23,SBD,57.0,7.5
F,,SBD,61.7,2.5
F,,SBD,62.6,10.0
F,,SBD,60.65,7.5
F,,SBD,60.0,6.875
F,,SBD,66.8,5.0
F,,SBD,66.85,-1.0
F,60-64,SBD,63.0,-0.0
F,,SBD,66.6,0.0
F,,SBD,70.95,7.5
F,20-23,SBD,70.2,12.5
F,20-23,SBD,53.3,-0.625
F,20-23,SBD,77.25,3.75
M,40-44,B,109.0,2.5
M,20-23,B,80.0,5.0
F,16-17,SBD,52.0,2.5
M,18-19,SBD,58.2,10.0
M,20-23,SBD,58.11,11.666666666666666
M,18-19,SBD,57.1,17.5
M,16-17,SBD,52.8,15.833333333333334
M,24-34,SBD,89.0,5.0
F,24-34,SBD,57.0,0.8333333333333334
F,24-34,SBD,56.93,0.8333333333333334
F,24-34,SBD,56.85,-0.0
M,24-34,SBD,91.6,3.75
M,24-34,SBD,92.05,6.666666666666667
M,24-34,SBD,70.9,-5.0
M,18-19,SBD,91.6,19.666666666666668
M,20-23,SBD,80.9,5.0
F,24-34,SBD,56.0,1.25
F,35-39,SBD,51.55,0.8333333333333334
M,20-23,SBD,76.35,5.0
M,,SBD,90.55,6.666666666666667
M,,SBD,92.8,0.0
M,24-34,SBD,87.75,
M,,SBD,101.35,-1.6666666666666667
M,24-34,SBD,110.5,10.0
M,,SBD,113.4,4.166666666666667
M,,SBD,113.9,1.6666666666666667
M,24-34,SBD,134.3,10.0
M,24-34,SBD,144.95,7.5
M,,SBD,151.05,6.666666666666667
M,40-44,SBD,126.7,0.0
F,24-34,SBD,46.4,2.5
M,,SBD,73.8,12.5
M,13-15,SBD,77.49,8.333333333333334
F,20-23,SBD,54.2,6.0
F,20-23,SBD,56.65,
F,24-34,SBD,52.65,
F,24-34,SBD,55.2,3.0
F,20-23,SBD,55.9,1.25
F,35-39,SBD,67.9,3.25
F,24-34,SBD,66.7,3.375
F,35-39,SBD,67.2,1.8125
F,24-34,SBD,62.6,1.7857142857142858
F,35-39,SBD,64.0,2.5
F,35-39,SBD,62.75,2.5
F,24-34,SBD,62.85,2.7
F,35-39,SBD,63.9,2.2857142857142856
F,24-34,SBD,67.7,2.0
F,35-39,SBD,64.0,1.0
F,24-34,SBD,61.6,1.6666666666666667
F,40-44,SBD,67.05,2.0833333333333335
F,24-34,SBD,62.4,1.25
F,24-34,SBD,63.0,5.0
F,24-34,SBD,63.0,5.0
F,24-34,SBD,62.4,7.5
F,24-34,SBD,67.7,3.2142857142857144
F,35-39,SBD,62.63,0.625
F,24-34,SBD,62.7,5.0
F,24-34,SBD,62.8,2.5
F,24-34,SBD,72.0,2.0
F,20-23,SBD,72.2,15.0
M,20-23,SBD,72.8,-6.0
F,24-34,SBD,51.3,-2.5
F,24-34,SBD,52.0,-0.0
F,24-34,SBD,55.35,12.5
F,24-34,SBD,57.45,6.25
F,24-34,SBD,60.75,5.0
F,24-34,SBD,56.45,10.0
F,24-34,SBD,55.2,2.5
F,24-34,SBD,70.8,3.75
F,24-34,SBD,69.6,
F,24-34,SBD,71.35,10.0
F,24-34,SBD,80.6,2.5
F,24-34,SBD,120.25,27.5
F,24-34,SBD,103.6,22.5
F,24-34,SBD,112.5,7.5
F,24-34,SBD,120.8,5.0
F,20-23,SBD,94.6,2.5
F,20-23,SBD,90.4,25.0
F,20-23,SBD,89.0,20.0
F,20-23,SBD,91.05,6.25
M,18-19,SBD,67.9,7.5
M,24-34,SBD,91.1,-5.0
M,24-34,SBD,90.75,-0.0
M,24-34,SBD,89.3,0.0
M,24-34,SBD,90.7,-15.0
M,24-34,SBD,86.5,5.277777777777778
M,24-34,SBD,112.5,16.25
M,24-34,SBD,102.7,15.0
M,24-34,SBD,102.9,7.5
M,24-34,SBD,113.9,0.0
M,24-34,SBD,110.35,20.0
M,24-34,SBD,101.05,7.5
M,24-34,SBD,130.85,10.0
M,24-34,SBD,107.6,13.333333333333334
M,24-34,SBD,129.65,-12.5
M,24-34,SBD,119.75,-0.0
F,,SBD,73.5,2.5
F,,SBD,77.1,-2.5
F,,SBD,81.7,2.5
M,,SBD,82.5,5.0
M,,SBD,103.2,7.5
M,,B,81.6,2.5
M,,B,82.9,10.0
M,35-39,B,91.95,0.35714285714285715
F,24-34,SBD,56.5,2.5
F,24-34,SBD,56.95,5.0
F,24-34,SBD,61.8,10.0
F,24-34,SBD,60.3,7.5
F,24-34,SBD,61.95,8.75
F,24-34,SBD,61.7,5.0
F,24-34,SBD,62.75,-1.25
F,24-34,SBD,62.05,1.25
F,24-34,SBD,63.5,0.0
F,24-34,SBD,61.55,2.5
F,24-34,SBD,61.2,7.5
F,24-34,SBD,60.8,-5.0
F,24-34,SBD,61.35,-5.0
F,24-34,SBD,58.7,3.0
F,24-34,SBD,63.85,2.875
F,24-34,SBD,59.9,5.0
F,24-34,SBD,60.1,10.0
F,24-34,SBD,56.2,5.166666666666667
F,24-34,SBD,58.65,6.5
F,24-34,SBD,60.95,-1.25
F,24-34,SBD,59.7,0.8333333333333334
F,24-34,SBD,61.9,5.0
F,40-44,SBD,80.45,5.0
F,40-44,SBD,81.0,3.3333333333333335
F,40-44,SBD,71.25,-2.5
F,40-44,SBD,81.7,5.833333333333333
F,40-44,SBD,79.75,3.75
F,40-44,SBD,81.3,6.25
F,40-44,SBD,82.15,2.5
F,40-44,SBD,76.3,4.833333333333333
F,40-44,SBD,71.85,2.375
F,40-44,SBD,80.3,1.6666666666666667
F,50-54,SBD,96.45,4.0
F,50-54,SBD,96.75,5.5
F,50-54,SBD,82.2,0.0
F,50-54,SBD,95.75,1.75
F,50-54,SBD,95.05,-1.5
F,40-44,SBD,98.15,2.0
F,45-49,SBD,100.2,1.3333333333333333
F,50-54,SBD,92.7,2.0833333333333335
F,40-44,SBD,98.05,3.5
F,45-49,SBD,100.4,6.5
F,40-44,SBD,94.75,3.75
F,45-49,SBD,99.6,-5.0
F,50-54,SBD,94.5,-10.0
F,50-54,B,84.4,5.0
F,50-54,B,92.05,5.0
F,50-54,B,88.35,2.5
F,50-54,B,87.34,3.75
M,24-34,SBD,64.95,3.0
M,24-34,SBD,75.9,-4.0
M,24-34,SBD,77.55,7.5
M,24-34,SBD,65.6,-2.5
M,24-34,SBD,65.8,3.3333333333333335
M,35-39,SBD,73.55,5.0
M,24-34,SBD,73.85,5.0
M,16-17,SBD,68.4,22.5
M,16-17,SBD,64.1,30.0
M,16-17,SBD,70.6,15.0
M,16-17,SBD,68.5,10.0
M,16-17,SBD,69.3,8.125
M,55-59,SBD,69.3,2.5
M,55-59,SBD,69.05,2.5
M,20-23,SBD,81.95,5.0
M,20-23,SBD,80.75,7.5
M,20-23,SBD,81.5,12.5
M,20-23,SBD,91.8,3.0
M,55-59,SBD,82.35,0.8333333333333334
M,60-64,SBD,83.15,-1.25
M,55-59,SBD,84.4,2.5
M,55-59,SBD,82.0,-0.0
M,55-59,SBD,88.2,5.0
M,55-59,SBD,81.65,-5.0
M,55-59,SBD,87.2,0.0
M,55-59,SBD,81.82,2.5
M,55-59,SBD,82.15,5.0
M,24-34,SBD,92.85,6.25
M,24-34,SBD,89.75,10.0
M,24-34,SBD,92.2,10.0
M,24-34,SBD,91.3,3.75
M,24-34,SBD,90.75,12.5
M,24-34,SBD,91.6,2.1875
M,35-39,SBD,99.0,3.125
M,24-34,SBD,91.15,0.0
M,24-34,SBD,91.84,-10.0
M,40-44,SBD,104.65,11.0
M,40-44,SBD,113.25,4.5
M,40-44,SBD,117.55,7.5
M,40-44,SBD,118.2,3.3333333333333335
M,35-39,SBD,114.4,7.5
M,40-44,SBD,116.0,7.5
M,40-44,SBD,118.1,5.0
M,40-44,SBD,114.28,5.0
M,35-39,SBD,116.0,-0.6666666666666666
M,45-49,SBD,103.75,-13.25
M,40-44,SBD,117.85,5.0
M,40-44,SBD,118.6,-2.5
M,40-44,SBD,118.5,5.0
M,24-34,SBD,116.35,5.0
M,24-34,SBD,177.95,-10.0
M,24-34,SBD,186.4,3.75
M,24-34,SBD,188.1,-1.25
M,24-34,SBD,187.5,-20.0
M,24-34,SBD,175.2,12.5
M,24-34,SBD,181.4,2.5
M,24-34,SBD,155.6,7.5
M,50-54,B,65.25,
M,50-54,B,68.25,
M,50-54,B,67.85,2.5
M,45-49,B,69.45,0.5
M,50-54,B,68.06,13.0
M,50-54,B,68.7,2.5
M,50-54,B,73.1,-2.5
M,55-59,B,73.9,-7.5
M,24-34,B,113.9,3.5
M,24-34,B,113.65,3.9411764705882355
M,16-17,B,90.0,4.84375
M,24-34,B,114.4,6.25
M,24-34,B,109.35,10.0
M,24-34,B,115.8,2.857142857142857
F,24-34,SBD,72.3,5.0
F,45-49,SBD,73.7,7.5
F,45-49,SBD,67.7,
F,24-34,SBD,63.25,3.75
F,24-34,SBD,56.85,2.25
F,24-34,SBD,57.29,3.5
F,24-34,SBD,55.95,5.0
F,24-34,SBD,68.5,-0.0
F,24-34,SBD,66.1,1.25
F,24-34,SBD,80.25,6.75
F,20-23,SBD,61.9,7.5
F,24-34,SBD,70.85,7.5
F,24-34,SBD,79.9,-5.0
F,24-34,SBD,80.5,-1.25
F,24-34,SBD,70.05,15.0
F,24-34,SBD,81.45,5.0
F,24-34,SBD,75.1,2.0
F,24-34,SBD,75.35,0.25
F,45-49,SBD,103.0,3.0
F,40-44,SBD,90.79,5.0
F,40-44,SBD,96.55,5.0
F,45-49,SBD,100.05,-2.5
F,45-49,SBD,111.9,1.6666666666666667
F,40-44,SBD,99.5,1.25
F,45-49,SBD,119.6,5.0
M,20-23,SBD,76.15,3.5
M,20-23,SBD,76.4,-1.0
M,20-23,SBD,76.22,4.1
M,35-39,SBD,82.4,1.5
M,18-19,SBD,82.55,6.5
M,18-19,SBD,77.65,25.5
M,18-19,SBD,83.2,-0.0
M,20-23,SBD,88.8,-12.5
M,20-23,SBD,91.6,10.0
M,24-34,SBD,92.0,12.0
M,18-19,B,84.2,6.333333333333333
F,,SBD,56.35,2.5
F,,SBD,59.0,2.5
F,,SBD,58.65,3.75
F,,SBD,61.1,5.0
F,24-34,SBD,61.25,10.0
F,24-34,SBD,70.4,5.0
F,24-34,SBD,60.9,10.0
F,24-34,SBD,69.7,5.0
F,24-34,SBD,96.6,7.5
F,24-34,SBD,93.1,-2.5
F,24-34,SBD,93.7,8.75
F,24-34,SBD,109.4,-0.6818181818181818
M,60-64,SBD,77.5,1.6666666666666667
M,20-23,SBD,92.05,-10.0
M,20-23,SBD,91.4,-5.0
M,20-23,SBD,100.1,-5.0
M,24-34,SBD,92.9,7.5
M,24-34,SBD,94.85,10.0
M,24-34,SBD,92.3,-10.0
M,20-23,SBD,104.45,-2.5
M,24-34,SBD,92.45,-0.8333333333333334
M,20-23,SBD,103.3,-3.75
M,24-34,SBD,96.05,5.0
M,24-34,SBD,92.2,3.125
M,20-23,SBD,89.5,-0.0
M,20-23,SBD,104.5,3.75
M,20-23,SBD,100.1,
M,,SBD,98.65,2.5
M,24-34,SBD,92.7,2.5
M,20-23,SBD,99.65,20.0
M,20-23,SBD,96.5,20.0
M,20-23,SBD,103.1,7.5
M,20-23,SBD,109.55,16.25
M,20-23,SBD,98.65,15.0
M,20-23,SBD,101.5,10.0
M,20-23,SBD,103.45,-0.0
M,24-34,SBD,103.2,1.5
M,24-34,SBD,133.1,10.0
F,24-34,SBD,56.0,-0.0
F,24-34,SBD,54.8,1.9444444444444444
F,35-39,SBD,65.6,2.5
F,35-39,SBD,66.05,3.75
F,,SBD,94.58,5.0
M,24-34,SBD,64.46,5.0
M,24-34,SBD,68.85,15.0
M,16-17,SBD,69.76,
M,16-17,SBD,70.45,20.0
M,18-19,SBD,80.85,6.25
M,20-23,SBD,84.15,5.0
M,18-19,SBD,82.3,32.5
M,16-17,SBD,73.7,18.75
M,18-19,SBD,81.9,10.0
M,18-19,SBD,79.5,12.5
M,18-19,SBD,81.9,11.25
M,,SBD,92.36,5.0
M,,SBD,93.0,2.5
M,,SBD,92.7,7.5
M,35-39,SBD,90.1,12.5
M,24-34,SBD,119.32,7.5
M,24-34,SBD,119.9,15.0
M,24-34,SBD,114.32,17.5
M,35-39,B,137.22,5.0
F,20-23,SBD,66.2,0.8333333333333334
F,24-34,SBD,63.8,-2.5
F,24-34,SBD,65.3,5.0
F,20-23,SBD,68.35,5.25
F,24-34,SBD,64.0,2.75
